date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:04:42	820694/820694	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:41%20GMT	https://trucks.cardekho.com/	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/index.html	(from )
02:04:43	4630/4630	---MCZ	200	added ('OK')	application/json	etag:W/%221216-19aa65602b0%22	https://trucks.cardekho.com/manifest.json	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/manifest.json	(from https://trucks.cardekho.com/)
02:04:43	11/11	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%22b-EFiDB1U+dmqzx9Mo2UjcZ1SJPO8%22	https://truckcdn.cardekho.com/	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/index.html	(from https://trucks.cardekho.com/)
02:04:43	1137/1137	---M--	200	added ('OK')	image/png	etag:%2224fd29290f1ab3b0e5fa66ca3b45d582%22	https://truckcdn.cardekho.com/pwa/logo.png	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/pwa/logo.png	(from https://trucks.cardekho.com/)
02:04:43	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Dec%202025%2020:34:42%20GMT	https://www.googletagmanager.com/	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/www.googletagmanager.com/index.html	(from https://trucks.cardekho.com/)
02:04:43	15406/15406	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22aad19202ae590b3bd69a3888ef16edda%22	https://truckcdn.cardekho.com/pwa/favicon.ico	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/pwa/favicon.ico	(from https://trucks.cardekho.com/)
02:04:43	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Dec%202025%2020:34:43%20GMT	https://www.google-analytics.com/	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/www.google-analytics.com/index.html	(from https://trucks.cardekho.com/)
02:04:44	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Dec%202025%2020:34:43%20GMT	https://connect.facebook.net/	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/connect.facebook.net/index.html	(from https://trucks.cardekho.com/)
02:04:44	610/610	---M--	200	added ('OK')	image/png	etag:W/%22262-eUBG0z3FJVQsSRlvq1Wndc2fUVY%22	https://truckcdn.cardekho.com/pwa/48.png	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/pwa/48.png	(from https://trucks.cardekho.com/)
02:04:44	267857/267857	---MCZ	200	added ('OK')	application/javascript	etag:W/%2241651-19a4e13b9f8%22	https://trucks.cardekho.com/pwa-en/js/bundle/bundle.368da7b2a37ab36a4ba0.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/bundle/bundle.368da7b2a37ab36a4ba0.js	(from https://trucks.cardekho.com/)
02:04:44	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Dec%202025%2020:34:43%20GMT	https://www.googletagservices.com/	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/www.googletagservices.com/index.html	(from https://trucks.cardekho.com/)
02:04:44	145170/145170	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223712-19a4e13b9f8%22	https://trucks.cardekho.com/pwa-en/js/bundle/IndexPage.25c3e1c88dedb302ff87.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/bundle/IndexPage.25c3e1c88dedb302ff87.js	(from https://trucks.cardekho.com/)
02:04:44	317351/317351	---MCZ	200	added ('OK')	application/javascript	etag:W/%224d7a7-19aa6560698%22	https://trucks.cardekho.com/pwa-en/js/bundle/bundle.6bb29b3f3c14a0246925.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/bundle/bundle.6bb29b3f3c14a0246925.js	(from https://trucks.cardekho.com/)
02:04:44	96629/96629	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217975-19aa6560698%22	https://trucks.cardekho.com/pwa-en/js/bundle/bundle.a9458923d2ca8a6f6c70.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/bundle/bundle.a9458923d2ca8a6f6c70.js	(from https://trucks.cardekho.com/)
02:04:44	233137/233137	---MCZ	200	added ('OK')	application/javascript	etag:W/%2238eb1-19aa6560698%22	https://trucks.cardekho.com/pwa-en/js/bundle/LeadForm.5d8d3b9d8eaf46bf5442.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/bundle/LeadForm.5d8d3b9d8eaf46bf5442.js	(from https://trucks.cardekho.com/)
02:04:45	109677/109677	---MCZ	200	added ('OK')	application/javascript	etag:W/%221ac6d-19a4e13b9f8%22	https://trucks.cardekho.com/pwa-en/js/bundle/cities.87ecf7ec07abee0c5211.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/bundle/cities.87ecf7ec07abee0c5211.js	(from https://trucks.cardekho.com/)
02:04:45	356409/356409	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257039-19aa6560698%22	https://trucks.cardekho.com/pwa-en/js/bundle/MyAccountPop.5dd9906219aee1be903f.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/bundle/MyAccountPop.5dd9906219aee1be903f.js	(from https://trucks.cardekho.com/)
02:04:45	5527/5527	---MCZ	200	added ('OK')	application/javascript	etag:W/%221597-19aa6560698%22	https://trucks.cardekho.com/pwa-en/js/lib/ie-polyfill.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/lib/ie-polyfill.js	(from https://trucks.cardekho.com/)
02:04:45	6899/6899	---MCZ	200	added ('OK')	application/javascript	etag:W/%221af3-19aa6560698%22	https://trucks.cardekho.com/pwa-en/js/lib/IntersectionObserver-polyfill.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/lib/IntersectionObserver-polyfill.js	(from https://trucks.cardekho.com/)
02:04:46	820559/820559	---MCZ	200	added ('OK')	text/css	etag:W/%22c854f-19aa6560698%22	https://trucks.cardekho.com/pwa-en/css/main-06418c2d.css	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/css/main-06418c2d.css	(from https://trucks.cardekho.com/)
02:04:46	45003/45003	---MCZ	200	added ('OK')	text/css	etag:W/%22afcb-19a4e13b610%22	https://trucks.cardekho.com/pwa-en/css/roboto_fonts_woff2.min.css	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/css/roboto_fonts_woff2.min.css	(from https://trucks.cardekho.com/)
02:04:46	667280/667280	---MCZ	200	added ('OK')	text/css	etag:W/%22a2e90-19aa6560698%22	https://trucks.cardekho.com/pwa-en/css/mobile-85269e56.css	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/css/mobile-85269e56.css	(from https://trucks.cardekho.com/)
02:04:46	4196/4196	---MCZ	200	added ('OK')	application/javascript	etag:W/%221064-19a4e13b9f8%22	https://trucks.cardekho.com/pwa-en/js/bundle/ad-commonscript-036db5f1.js	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/pwa-en/js/bundle/ad-commonscript-036db5f1.js	(from https://trucks.cardekho.com/)
02:04:47	35852/35852	---M--	200	added ('OK')	binary/octet-stream	etag:%22ca8303be7b97ce3b774621956c18bd7e%22	https://truckcdn.cardekho.com/pwa/font/TD-fonts08.woff2?g7p9s6	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/pwa/font/TD-fonts08e5f8.woff2	(from https://trucks.cardekho.com/)
02:04:47	9/9	---M--	404	error ('Not%20Found')	text/plain	etag:W/%229-0gXL1ngzMqISxa6S1zx3F4wtLyg%22	https://truckcdn.cardekho.com/pwa/img/bottomRight-aroowv1.svg	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/pwa/img/bottomRight-aroowv1.svg	(from https://trucks.cardekho.com/)
02:04:47	4264/4264	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22aa5c8598b55fb7478cf9c746ffcd9adc%22	https://truckcdn.cardekho.com/pwa/img/TrucksDekho-NewLogov2.svg	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/pwa/img/TrucksDekho-NewLogov2.svg	(from https://trucks.cardekho.com/)
02:04:48	1178789/1178789	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:47%20GMT	https://trucks.cardekho.com/en/new-trucks.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/new-trucks.html	(from https://trucks.cardekho.com/)
02:04:49	862638/862638	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:47%20GMT	https://trucks.cardekho.com/en/brands/tata.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/brands/tata.html	(from https://trucks.cardekho.com/)
02:04:49	874953/874953	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:48%20GMT	https://trucks.cardekho.com/en/brands/ashok-leyland.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/brands/ashok-leyland.html	(from https://trucks.cardekho.com/)
02:04:50	878349/878349	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:48%20GMT	https://trucks.cardekho.com/en/brands/eicher.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/brands/eicher.html	(from https://trucks.cardekho.com/)
02:04:51	812195/812195	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:49%20GMT	https://trucks.cardekho.com/en/brands/bajaj.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/brands/bajaj.html	(from https://trucks.cardekho.com/)
02:04:51	818205/818205	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:50%20GMT	https://trucks.cardekho.com/en/brands/bharat-benz.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/brands/bharat-benz.html	(from https://trucks.cardekho.com/)
02:04:52	866812/866812	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:50%20GMT	https://trucks.cardekho.com/en/brands/mahindra.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/brands/mahindra.html	(from https://trucks.cardekho.com/)
02:04:52	734457/734457	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:51%20GMT	https://trucks.cardekho.com/en/electric-commercial-vehicles	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/electric-commercial-vehicles.html	(from https://trucks.cardekho.com/)
02:04:53	767131/767131	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:52%20GMT	https://trucks.cardekho.com/en/latest-truck.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/latest-truck.html	(from https://trucks.cardekho.com/)
02:04:54	893783/893783	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:52%20GMT	https://trucks.cardekho.com/en/popular-truck.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/popular-truck.html	(from https://trucks.cardekho.com/)
02:04:54	767618/767618	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:53%20GMT	https://trucks.cardekho.com/en/trucks/tata/ace-gold	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/tata/ace-gold.html	(from https://trucks.cardekho.com/)
02:04:55	761996/761996	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:53%20GMT	https://trucks.cardekho.com/en/trucks/tata/yodha	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/tata/yodha.html	(from https://trucks.cardekho.com/)
02:04:55	716062/716062	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:54%20GMT	https://trucks.cardekho.com/en/trucks/mahindra/jeeto	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/mahindra/jeeto.html	(from https://trucks.cardekho.com/)
02:04:56	744196/744196	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:54%20GMT	https://trucks.cardekho.com/en/trucks/tata/intra-v30-bs6	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/tata/intra-v30-bs6.html	(from https://trucks.cardekho.com/)
02:04:56	729183/729183	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:55%20GMT	https://trucks.cardekho.com/en/trucks/mahindra/treo	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/mahindra/treo.html	(from https://trucks.cardekho.com/)
02:04:56	666707/666707	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:55%20GMT	https://trucks.cardekho.com/en/trucks/maruti-suzuki/super-carry	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/maruti-suzuki/super-carry.html	(from https://trucks.cardekho.com/)
02:04:57	968284/968284	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:56%20GMT	https://trucks.cardekho.com/en/scv.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/scv.html	(from https://trucks.cardekho.com/)
02:04:58	1081468/1081468	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:56%20GMT	https://trucks.cardekho.com/en/lcv.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/lcv.html	(from https://trucks.cardekho.com/)
02:04:58	1129307/1129307	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:57%20GMT	https://trucks.cardekho.com/en/mhcv.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/mhcv.html	(from https://trucks.cardekho.com/)
02:04:59	795790/795790	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:57%20GMT	https://trucks.cardekho.com/en/popular-truck/3-wheeler.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/popular-truck/3-wheeler.html	(from https://trucks.cardekho.com/)
02:04:59	816595/816595	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:58%20GMT	https://trucks.cardekho.com/en/truck/tata-ace	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/truck/tata-ace.html	(from https://trucks.cardekho.com/)
02:05:00	834188/834188	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:59%20GMT	https://trucks.cardekho.com/en/truck/tata-signa	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/truck/tata-signa.html	(from https://trucks.cardekho.com/)
02:05:00	899335/899335	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:34:59%20GMT	https://trucks.cardekho.com/en/truck/tata-ultra	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/truck/tata-ultra.html	(from https://trucks.cardekho.com/)
02:05:01	813204/813204	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:00%20GMT	https://trucks.cardekho.com/en/truck/tata-prima	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/truck/tata-prima.html	(from https://trucks.cardekho.com/)
02:05:02	781853/781853	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:00%20GMT	https://trucks.cardekho.com/en/truck/mahindra-bolero	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/truck/mahindra-bolero.html	(from https://trucks.cardekho.com/)
02:05:02	766285/766285	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:01%20GMT	https://trucks.cardekho.com/en/electric-trucks.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/electric-trucks.html	(from https://trucks.cardekho.com/)
02:05:03	481371/481371	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:01%20GMT	https://trucks.cardekho.com/en/used-trucks.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/used-trucks.html	(from https://trucks.cardekho.com/)
02:05:03	517896/517896	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:02%20GMT	https://trucks.cardekho.com/en/compare.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare.html	(from https://trucks.cardekho.com/)
02:05:04	579214/579214	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:03%20GMT	https://trucks.cardekho.com/en/dealers.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/dealers.html	(from https://trucks.cardekho.com/)
02:05:04	574176/574176	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:03%20GMT	https://trucks.cardekho.com/en/service.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/service.html	(from https://trucks.cardekho.com/)
02:05:05	550411/550411	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:03%20GMT	https://trucks.cardekho.com/en/spare.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/spare.html	(from https://trucks.cardekho.com/)
02:05:05	557201/557201	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:04%20GMT	https://trucks.cardekho.com/en/body-maker.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/body-maker.html	(from https://trucks.cardekho.com/)
02:05:06	678995/678995	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:05%20GMT	https://trucks.cardekho.com/en/news.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news.html	(from https://trucks.cardekho.com/)
02:05:06	263068/263068	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:05%20GMT	https://trucks.cardekho.com/en/finance	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/finance.html	(from https://trucks.cardekho.com/)
02:05:07	585942/585942	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:05%20GMT	https://trucks.cardekho.com/en/videos.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/videos.html	(from https://trucks.cardekho.com/)
02:05:07	549862/549862	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:06%20GMT	https://trucks.cardekho.com/en/brochure.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/brochure.html	(from https://trucks.cardekho.com/)
02:05:08	263650/263650	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:06%20GMT	https://trucks.cardekho.com/en/get-on-road-price.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/get-on-road-price.html	(from https://trucks.cardekho.com/)
02:05:08	40539/40539	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:07%20GMT	https://trucks.cardekho.com/tatamotors/	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/tatamotors/index.html	(from https://trucks.cardekho.com/)
02:05:08	312351/312351	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Dec%202025%2020:35:07%20GMT	https://trucks.cardekho.com/%22https://trucks.cardekho.com/en/popular-truck.html%22>Find	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/_https_/trucks.cardekho.com/en/popular-truck.html__Find	(from https://trucks.cardekho.com/)
02:05:09	204354/204354	---M--	200	added ('OK')	image/jpeg	etag:W/%2231e42-PMLG8QVgEuQp5Vjt1Y89oYcnXRQ%22	https://truckcdn.cardekho.com/pwa/TrD/01_TD_MasterHead_Desktop_1.jpg	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/pwa/TrD/01_TD_MasterHead_Desktop_1.jpg	(from https://trucks.cardekho.com/)
02:05:09	92/92	---M--	200	added ('OK')	image/png	etag:W/%225c-+LZrVTM083Mm6S53S8+QQvpooy4%22	https://truckcdn.cardekho.com/pwa/spacer3x2.png	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/pwa/spacer3x2.png	(from https://trucks.cardekho.com/)
02:05:10	709301/709301	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:09%20GMT	https://trucks.cardekho.com/en/news/detail/eicher-launches-pro-x-diesel-truck-heres-what-makes-it-an-effective-solution-3312.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/eicher-launches-pro-x-diesel-truck-heres-what-makes-it-an-effective-solution-3312.html	(from https://trucks.cardekho.com/)
02:05:10	841424/841424	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:09%20GMT	https://trucks.cardekho.com/en/news/detail/top-5-fruits-vegetables-transport-trucks-in-india-specifications-features-performance-pricing-details-explained-3300.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/top-5-fruits-vegetables-transport-trucks-in-india-specifications-features-performance-pricing-details-explained-3300.html	(from https://trucks.cardekho.com/)
02:05:11	733548/733548	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:10%20GMT	https://trucks.cardekho.com/en/news/detail/how-to-secure-load-on-truck-101-tips-you-need-to-follow-2497.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/how-to-secure-load-on-truck-101-tips-you-need-to-follow-2497.html	(from https://trucks.cardekho.com/)
02:05:11	752878/752878	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:10%20GMT	https://trucks.cardekho.com/en/news/detail/mahindra-zeo-through-the-urban-jungle-2581.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/mahindra-zeo-through-the-urban-jungle-2581.html	(from https://trucks.cardekho.com/)
02:05:11	704233/704233	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:11%20GMT	https://trucks.cardekho.com/en/news/detail/no-breakdowns-no-worries-predictive-maintenance-as-your-best-pal-2611.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/no-breakdowns-no-worries-predictive-maintenance-as-your-best-pal-2611.html	(from https://trucks.cardekho.com/)
02:05:12	711857/711857	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:11%20GMT	https://trucks.cardekho.com/en/news/detail/bajaj-gogo-a-game-changing-3-wheeler-2885.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/bajaj-gogo-a-game-changing-3-wheeler-2885.html	(from https://trucks.cardekho.com/)
02:05:12	696508/696508	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:11%20GMT	https://trucks.cardekho.com/en/news/detail/bharat-benz-torqshift-first-drive-experience-3057.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/bharat-benz-torqshift-first-drive-experience-3057.html	(from https://trucks.cardekho.com/)
02:05:12	700660/700660	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:11%20GMT	https://trucks.cardekho.com/en/news/detail/tata-motors-leading-the-commercial-vehicle-segment-to-net-zero-carbon-emissions-by-2045-2722.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/tata-motors-leading-the-commercial-vehicle-segment-to-net-zero-carbon-emissions-by-2045-2722.html	(from https://trucks.cardekho.com/)
02:05:13	717646/717646	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:12%20GMT	https://trucks.cardekho.com/en/news/detail/tata-ace-pro-first-drive-experience-3039.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/tata-ace-pro-first-drive-experience-3039.html	(from https://trucks.cardekho.com/)
02:05:13	700867/700867	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:12%20GMT	https://trucks.cardekho.com/en/news/detail/top-5-unique-things-you-need-to-know-about-the-new-euler-turbo-ev-1000-3209.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/top-5-unique-things-you-need-to-know-about-the-new-euler-turbo-ev-1000-3209.html	(from https://trucks.cardekho.com/)
02:05:13	574543/574543	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:12%20GMT	https://trucks.cardekho.com/en/trucks/osm/swayamgati-cargo	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/osm/swayamgati-cargo.html	(from https://trucks.cardekho.com/)
02:05:13	590406/590406	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:13%20GMT	https://trucks.cardekho.com/en/trucks/bajaj/riki-c-40-05-e-cart	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/bajaj/riki-c-40-05-e-cart.html	(from https://trucks.cardekho.com/)
02:05:14	581391/581391	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:13%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600.html	(from https://trucks.cardekho.com/)
02:05:14	585626/585626	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Dec%202025%2020:35:13%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700.html	(from https://trucks.cardekho.com/)
